code,tên bệnh VI,tên bệnh EN,synonym
M36.30*,"Bệnh khớp trong các bệnh về máu khác (D50-D76†), Nhiều vị trí","Arthropathy in other blood disorders (D50-D76†), Multiple sites","benh khop trong cac benh ve mau khac (d50-d76†), nhieu vi tri | khop trong cac benh ve mau khac (d50-d76†), nhieu vi tri | khớp trong các bệnh về máu khác (d50-d76†), nhiều vị trí | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.31*,"Bệnh khớp trong các bệnh về máu khác (D50-D76†), vùng bả vai","Arthropathy in other blood disorders (D50-D76†), Shoulder region","benh khop trong cac benh ve mau khac (d50-d76†), vung ba vai | khop trong cac benh ve mau khac (d50-d76†), vung ba vai | khớp trong các bệnh về máu khác (d50-d76†), vùng bả vai | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.32*,"Bệnh khớp trong các bệnh về máu khác (D50-D76†), cánh tay","Arthropathy in other blood disorders (D50-D76†), Upper arm","benh khop trong cac benh ve mau khac (d50-d76†), canh tay | khop trong cac benh ve mau khac (d50-d76†), canh tay | khớp trong các bệnh về máu khác (d50-d76†), cánh tay | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.33*,"Bệnh khớp trong các bệnh về máu khác (D50-D76†), cẳng tay","Arthropathy in other blood disorders (D50-D76†), forearm","benh khop trong cac benh ve mau khac (d50-d76†), cang tay | khop trong cac benh ve mau khac (d50-d76†), cang tay | khớp trong các bệnh về máu khác (d50-d76†), cẳng tay | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.34*,"Bệnh khớp trong các bệnh về máu khác (D50-D76†), bàn tay","Arthropathy in other blood disorders (D50-D76†), hand","benh khop trong cac benh ve mau khac (d50-d76†), ban tay | khop trong cac benh ve mau khac (d50-d76†), ban tay | khớp trong các bệnh về máu khác (d50-d76†), bàn tay | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.35*,"Bệnh khớp trong các bệnh về máu khác (D50-D76†), vùng chậu và đùi","Arthropathy in other blood disorders (D50-D76†), pelvic region and thigh","benh khop trong cac benh ve mau khac (d50-d76†), vung chau va dui | khop trong cac benh ve mau khac (d50-d76†), vung chau va dui | khớp trong các bệnh về máu khác (d50-d76†), vùng chậu và đùi | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.36*,"Bệnh khớp trong các bệnh về máu khác (D50-D76†), cẳng chân","Arthropathy in other blood disorders (D50-D76†), lower leg","benh khop trong cac benh ve mau khac (d50-d76†), cang chan | khop trong cac benh ve mau khac (d50-d76†), cang chan | khớp trong các bệnh về máu khác (d50-d76†), cẳng chân | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.37*,"Bệnh khớp trong các bệnh về máu khác (D50-D76†),  cổ, bàn chân","Arthropathy in other blood disorders (D50-D76†), ankle and foot","benh khop trong cac benh ve mau khac (d50-d76†),  co, ban chan | khop trong cac benh ve mau khac (d50-d76†),  co, ban chan | khớp trong các bệnh về máu khác (d50-d76†),  cổ, bàn chân | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.38*,"Bệnh khớp trong các bệnh về máu khác (D50-D76†), vị trí khác","Arthropathy in other blood disorders (D50-D76†), other","benh khop trong cac benh ve mau khac (d50-d76†), vi tri khac | khop trong cac benh ve mau khac (d50-d76†), vi tri khac | khớp trong các bệnh về máu khác (d50-d76†), vị trí khác | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.39*,"Bệnh khớp trong các bệnh về máu khác (D50-D76†), vị trí không xác định","Arthropathy in other blood disorders (D50-D76†), Site unspecified","benh khop trong cac benh ve mau khac (d50-d76†), vi tri khong xac dinh | khop trong cac benh ve mau khac (d50-d76†), vi tri khong xac dinh | khớp trong các bệnh về máu khác (d50-d76†), vị trí không xác định | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.4*,Bệnh khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác,Arthropathy in hypersensitivity reactions classified elsewhere,benh khop trong phan ung qua man da duoc xep loai o muc khac | khop trong phan ung qua man da duoc xep loai o muc khac | khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác
M36.40*,"Bệnh khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác, Nhiều vị trí","Arthropathy in hypersensitivity reactions classified elsewhere, Multiple sites","benh khop trong phan ung qua man da duoc xep loai o muc khac, nhieu vi tri | khop trong phan ung qua man da duoc xep loai o muc khac, nhieu vi tri | khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác, nhiều vị trí | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.41*,"Bệnh khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác, vùng bả vai","Arthropathy in hypersensitivity reactions classified elsewhere, Shoulder region","benh khop trong phan ung qua man da duoc xep loai o muc khac, vung ba vai | khop trong phan ung qua man da duoc xep loai o muc khac, vung ba vai | khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác, vùng bả vai | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.42*,"Bệnh khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác, cánh tay","Arthropathy in hypersensitivity reactions classified elsewhere, Upper arm","benh khop trong phan ung qua man da duoc xep loai o muc khac, canh tay | khop trong phan ung qua man da duoc xep loai o muc khac, canh tay | khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác, cánh tay | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.43*,"Bệnh khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác, cẳng tay","Arthropathy in hypersensitivity reactions classified elsewhere, forearm","benh khop trong phan ung qua man da duoc xep loai o muc khac, cang tay | khop trong phan ung qua man da duoc xep loai o muc khac, cang tay | khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác, cẳng tay | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.44*,"Bệnh khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác, bàn tay","Arthropathy in hypersensitivity reactions classified elsewhere, hand","benh khop trong phan ung qua man da duoc xep loai o muc khac, ban tay | khop trong phan ung qua man da duoc xep loai o muc khac, ban tay | khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác, bàn tay | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.45*,"Bệnh khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác, vùng chậu và đùi","Arthropathy in hypersensitivity reactions classified elsewhere, pelvic region and thigh","benh khop trong phan ung qua man da duoc xep loai o muc khac, vung chau va dui | khop trong phan ung qua man da duoc xep loai o muc khac, vung chau va dui | khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác, vùng chậu và đùi | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.46*,"Bệnh khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác, cẳng chân","Arthropathy in hypersensitivity reactions classified elsewhere, lower leg","benh khop trong phan ung qua man da duoc xep loai o muc khac, cang chan | khop trong phan ung qua man da duoc xep loai o muc khac, cang chan | khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác, cẳng chân | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.47*,"Bệnh khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác,  cổ, bàn chân","Arthropathy in hypersensitivity reactions classified elsewhere, ankle and foot","benh khop trong phan ung qua man da duoc xep loai o muc khac,  co, ban chan | khop trong phan ung qua man da duoc xep loai o muc khac,  co, ban chan | khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác,  cổ, bàn chân | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.48*,"Bệnh khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác, vị trí khác","Arthropathy in hypersensitivity reactions classified elsewhere, other","benh khop trong phan ung qua man da duoc xep loai o muc khac, vi tri khac | khop trong phan ung qua man da duoc xep loai o muc khac, vi tri khac | khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác, vị trí khác | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.49*,"Bệnh khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác, vị trí không xác định","Arthropathy in hypersensitivity reactions classified elsewhere, Site unspecified","benh khop trong phan ung qua man da duoc xep loai o muc khac, vi tri khong xac dinh | khop trong phan ung qua man da duoc xep loai o muc khac, vi tri khong xac dinh | khớp trong phản ứng quá mẫn đã được xếp loại ở mục khác, vị trí không xác định | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.8*,Tổn thương hệ thống mô liên kết trong các bệnh đã được xếp loại ở mục khác,Systemic disorders of connective tissue in other diseases classified elsewhere,ton thuong he thong mo lien ket trong cac benh da duoc xep loai o muc khac | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác
M36.80*,"Tổn thương hệ thống mô liên kết trong các bệnh đã được xếp loại ở mục khác, Nhiều vị trí","Systemic disorders of connective tissue in other diseases classified elsewhere, Multiple sites","ton thuong he thong mo lien ket trong cac benh da duoc xep loai o muc khac, nhieu vi tri | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
M36.81*,"Tổn thương hệ thống mô liên kết trong các bệnh đã được xếp loại ở mục khác, vùng bả vai","Systemic disorders of connective tissue in other diseases classified elsewhere, Shoulder region","ton thuong he thong mo lien ket trong cac benh da duoc xep loai o muc khac, vung ba vai | ton thuong mo lien ket he thong trong cac benh da duoc xep loai o muc khac | tổn thương mô liên kết hệ thống trong các bệnh đã được xếp loại ở mục khác"
